"strokeNumber","time","x","y"
"0","1235","6","7.0399999999999991"
"0","1236","5","7.0399999999999991"
"0","1250","5","7.0399999999999991"
"0","1280","12","7.0399999999999991"
"0","1294","15","7.0399999999999991"
"0","1310","17","7.0399999999999991"
"0","1324","18","7.0399999999999991"
"0","1340","19","8.04"
"0","1354","19","8.04"
"0","1370","20","8.04"
"0","1384","20","8.04"
"0","1400","20","8.04"
"0","1431","18","8.04"
"0","1438","18","9.04"
"0","1452","18","10.04"
"0","1475","20","13.04"
"0","1475","21","14.04"
"0","1482","22","15.04"
"0","1498","23","18.04"
"0","1512","23","22.04"
"0","1528","23","25.04"
"0","1542","22","28.04"
"0","1558","21","29.04"
"0","1572","20","30.04"
"0","1588","18","30.04"
"0","1603","17","30.04"
"0","1624","15","30.04"
"0","1640","14","30.04"
"0","1654","14","30.04"
"0","1670","14","30.04"
"0","1684","15","31.04"
"0","1700","16","31.04"
"0","1714","19","31.04"
"0","1730","22","30.04"
"0","1744","25","28.04"
"0","1761","27","27.04"
"1","2014","52","9.04"
"1","2025","52","9.04"
"1","2031","41","16.04"
"2","2152","48","18.04"
"2","2180","47","18.04"
"2","2188","47","18.04"
"2","2202","47","18.04"
"2","2219","47","18.04"
"2","2232","48","21.04"
"2","2248","48","24.04"
"2","2262","48","27.04"
"2","2278","48","29.04"
"2","2292","48","29.04"
"2","2308","48","29.04"
"2","2322","49","28.04"
"2","2338","51","25.04"
"2","2353","53","23.04"
"2","2369","55","22.04"
"2","2390","56","21.04"
"2","2404","56","22.04"
"2","2420","57","24.04"
"2","2434","57","27.04"
"2","2450","58","28.04"
"2","2464","59","28.04"
"2","2480","60","28.04"
"2","2494","61","27.04"
"2","2510","63","26.04"
"2","2524","64","25.04"
"2","2540","65","25.04"
"2","2562","67","26.04"
"2","2578","69","27.04"
"2","2592","70","27.04"
"2","2608","71","26.04"
"2","2615","71","26.04"
"3","3112","89","8.04"
"3","3113","89","8.04"
"3","3114","88","25.04"
"4","3417","100","16.04"
"4","3431","100","16.04"
"4","3432","102","25.04"
"4","3448","105","25.04"
"4","3462","107","23.04"
"4","3478","107","21.04"
"4","3500","107","20.04"
"4","3514","107","20.04"
"4","3530","107","20.04"
"4","3545","107","20.04"
"5","3658","115","16.04"
"5","3672","115","15.04"
"5","3710","115","15.04"
"5","3716","114","15.04"
"5","3732","112","17.04"
"5","3746","111","19.04"
"5","3765","111","21.04"
"5","3776","111","22.04"
"5","3792","115","22.04"
"5","3809","119","21.04"
"5","3822","123","17.04"
"5","3844","123","14.04"
"5","3874","119","13.04"
"5","3890","117","13.04"
"6","4417","130","2.0399999999999991"
"6","4418","130","2.0399999999999991"
"6","4422","130","4.0399999999999991"
"6","4450","131","7.0399999999999991"
"6","4452","131","12.04"
"6","4466","132","17.04"
"6","4482","132","20.04"
"6","4496","133","22.04"
"6","4512","133","23.04"
"6","4528","133","24.04"
"6","4543","131","25.04"
"7","4665","142","12.04"
"7","4670","142","11.04"
"7","4696","142","11.04"
"7","4700","142","11.04"
"7","4714","142","11.04"
"7","4730","142","11.04"
"7","4744","141","12.04"
"7","4760","140","13.04"
"7","4774","138","15.04"
"7","4790","136","17.04"
"7","4812","135","18.04"
"7","4826","135","18.04"
"7","4842","135","18.04"
"7","4856","135","18.04"
"7","4872","136","18.04"
"7","4886","138","19.04"
"7","4902","140","19.04"
"7","4916","141","19.04"
"7","4932","142","19.04"
"7","4946","142","19.04"
"7","4962","142","19.04"
"7","4971","143","18.04"
"8","5069","142","12.04"
"9","5083","142","12.04"
"9","5090","154","7.0399999999999991"
"9","5104","154","7.0399999999999991"
"9","5120","154","7.0399999999999991"
"9","5142","154","9.04"
"9","5151","154","11.04"
"10","5259","157","16.04"
"10","5276","157","16.04"
"10","5292","159","25.04"
"10","5306","159","27.04"
"10","5322","159","27.04"
"10","5345","159","27.04"
"11","5550","169","14.04"
"11","5562","169","14.04"
"11","5576","169","14.04"
"11","5592","169","14.04"
"11","5606","169","17.04"
"11","5622","169","21.04"
"11","5636","170","23.04"
"11","5652","170","24.04"
"11","5666","172","23.04"
"11","5682","174","20.04"
"11","5696","177","18.04"
"11","5716","178","18.04"
"11","5735","178","18.04"
"11","5750","178","20.04"
"11","5764","178","22.04"
"11","5780","178","24.04"
"11","5794","178","24.04"
"11","5810","178","25.04"
"11","5825","177","25.04"
"12","5932","187","20.04"
"12","5934","188","20.04"
"12","5936","188","20.04"
"12","5966","189","19.04"
"12","5982","189","16.04"
"12","5996","189","16.04"
"12","6012","187","16.04"
"12","6026","186","16.04"
"12","6042","184","18.04"
"12","6056","183","20.04"
"12","6072","182","23.04"
"12","6094","182","25.04"
"12","6102","182","25.04"
"12","6124","183","25.04"
"12","6140","184","26.04"
"12","6154","186","26.04"
"12","6170","188","27.04"
"12","6185","188","27.04"
"12","6200","189","28.04"
"12","6214","189","29.04"
"12","6230","189","31.04"
"12","6244","188","34.04"
"12","6260","187","35.04"
"12","6274","187","35.04"
"12","6290","186","34.04"
"12","6312","186","32.04"
"12","6326","186","32.04"
"12","6342","187","31.04"
"12","6356","188","31.04"
"12","6372","190","31.04"
"12","6386","191","31.04"
"12","6402","194","31.04"
"12","6416","198","31.04"
"12","6432","201","30.04"
"12","6446","202","29.04"
"12","6462","202","26.04"
"13","6821","215","15.04"
"13","6838","214","15.04"
"13","6844","213","14.04"
"13","6860","213","14.04"
"13","6874","214","14.04"
"13","6890","217","15.04"
"13","6904","221","15.04"
"13","6920","224","15.04"
"13","6934","225","15.04"
"13","6951","226","15.04"
"14","7017","232","10.04"
"14","7040","230","10.04"
"14","7062","229","9.04"
"14","7076","228","9.04"
"14","7092","228","9.04"
"14","7106","227","9.04"
"14","7122","226","9.04"
"14","7136","224","9.04"
"14","7152","222","10.04"
"14","7166","221","11.04"
"14","7182","220","12.04"
"14","7196","220","13.04"
"14","7212","220","14.04"
"14","7235","222","17.04"
"14","7250","222","20.04"
"14","7264","223","23.04"
"14","7280","223","25.04"
"14","7294","223","26.04"
"14","7310","223","26.04"
"14","7324","222","26.04"
"14","7340","218","26.04"
"14","7354","216","26.04"
"14","7371","216","26.04"
"15","7466","232","17.04"
"15","7468","232","17.04"
"15","7482","232","17.04"
"15","7496","232","17.04"
"15","7512","231","20.04"
"15","7526","231","24.04"
"15","7542","232","26.04"
"15","7556","236","27.04"
"15","7572","241","24.04"
"15","7594","244","17.04"
"15","7610","244","15.04"
"15","7624","242","15.04"
"15","7640","240","16.04"
"15","7647","239","17.04"
"16","7732","232","17.04"
"17","7760","232","17.04"
"17","7761","244","12.04"
"17","7774","244","13.04"
"17","7790","244","16.04"
"17","7812","246","24.04"
"17","7826","248","27.04"
"17","7842","248","29.04"
"17","7856","248","29.04"
"17","7872","248","27.04"
"17","7886","248","24.04"
"17","7902","250","21.04"
"17","7916","251","19.04"
"17","7932","252","19.04"
"17","7946","252","19.04"
"17","7962","252","19.04"
"17","7976","254","19.04"
"18","8087","258","15.04"
"18","8108","258","15.04"
"18","8120","258","16.04"
"18","8134","258","18.04"
"18","8150","259","23.04"
"18","8181","263","29.04"
"18","8202","266","29.04"
"18","8216","268","24.04"
"18","8224","269","21.04"
"18","8232","269","19.04"
"18","8249","271","16.04"
"18","8262","271","16.04"
"18","8276","271","18.04"
"18","8292","272","21.04"
"18","8306","274","24.04"
"18","8322","275","25.04"
"18","8344","276","25.04"
"18","8360","276","25.04"
"18","8374","276","23.04"
"18","8390","276","22.04"
"18","8404","277","21.04"
"18","8413","279","21.04"
"19","8450","283","21.04"
"19","8452","284","21.04"
"19","8464","285","21.04"
"19","8480","285","21.04"
"19","8494","285","20.04"
"19","8510","285","19.04"
"19","8524","285","18.04"
"19","8540","284","16.04"
"19","8562","281","16.04"
"19","8576","279","19.04"
"19","8592","278","24.04"
"19","8606","278","28.04"
"19","8622","280","30.04"
"19","8630","281","30.04"
"19","8636","283","30.04"
