"strokeNumber","time","x","y"
"0","32514","21","17.04"
"0","32515","21","17.04"
"0","32517","21","17.04"
"0","32532","21","17.04"
"0","32548","21","17.04"
"0","32561","21","17.04"
"0","32578","21","17.04"
"0","32592","21","18.04"
"0","32608","23","21.04"
"0","32630","27","25.04"
"0","32668","31","30.04"
"0","32669","32","31.04"
"0","32676","33","31.04"
"0","32690","33","32.04"
"0","32706","34","32.04"
"0","32720","34","32.04"
"0","32735","34","32.04"
"0","32750","34","29.04"
"0","32766","34","26.04"
"0","32780","34","24.04"
"0","32796","34","23.04"
"0","32810","34","23.04"
"0","32826","34","23.04"
"0","32848","35","24.04"
"0","32862","37","27.04"
"0","32878","39","30.04"
"0","32892","41","31.04"
"0","32908","43","32.04"
"0","32922","43","32.04"
"0","32938","44","31.04"
"0","32952","46","28.04"
"0","32968","47","25.04"
"0","32982","48","23.04"
"0","32998","48","23.04"
"0","33020","48","23.04"
"1","33075","54","25.04"
"1","33096","55","25.04"
"1","33110","57","25.04"
"1","33126","59","25.04"
"1","33140","62","24.04"
"1","33155","64","22.04"
"1","33170","64","21.04"
"1","33186","63","21.04"
"1","33208","57","20.04"
"1","33238","51","21.04"
"1","33252","50","23.04"
"1","33267","50","26.04"
"1","33282","50","27.04"
"1","33298","51","29.04"
"1","33312","53","30.04"
"1","33328","57","30.04"
"1","33342","60","30.04"
"1","33358","64","31.04"
"1","33380","68","31.04"
"2","35534","82","23.04"
"2","35535","82","23.04"
"2","35548","82","22.04"
"2","35562","82","22.04"
"2","35578","82","22.04"
"2","35592","82","22.04"
"2","35608","82","22.04"
"2","35629","82","23.04"
"2","35671","85","29.04"
"2","35676","87","32.04"
"2","35690","89","34.04"
"2","35712","90","35.04"
"2","35713","90","35.04"
"2","35720","90","35.04"
"2","35736","90","35.04"
"2","35750","91","34.04"
"2","35766","92","31.04"
"2","35780","93","29.04"
"2","35796","94","26.04"
"2","35810","95","25.04"
"2","35832","95","26.04"
"2","35848","96","28.04"
"2","35862","97","31.04"
"2","35878","98","32.04"
"2","35892","99","32.04"
"2","35908","100","32.04"
"2","35922","101","32.04"
"2","35938","102","31.04"
"2","35952","103","30.04"
"2","35968","104","28.04"
"2","35982","105","28.04"
"3","36107","112","27.04"
"3","36124","113","27.04"
"3","36125","118","24.04"
"3","36140","119","22.04"
"3","36153","119","22.04"
"3","36170","118","22.04"
"3","36204","113","22.04"
"3","36208","110","23.04"
"3","36222","107","25.04"
"3","36238","106","27.04"
"3","36252","106","29.04"
"3","36268","106","31.04"
"3","36282","108","32.04"
"3","36298","110","32.04"
"3","36312","112","32.04"
"3","36328","113","32.04"
"3","36342","115","32.04"
"3","36350","116","32.04"
"4","36480","112","27.04"
"5","36498","112","27.04"
"5","36499","123","22.04"
"5","36513","124","22.04"
"5","36529","127","22.04"
"5","36544","131","22.04"
"5","36560","134","22.04"
"5","36582","136","21.04"
"5","36590","136","21.04"
"6","36659","128","16.04"
"6","36672","127","16.04"
"6","36688","127","16.04"
"6","36702","127","16.04"
"6","36718","127","19.04"
"6","36732","127","23.04"
"6","36748","127","27.04"
"6","36770","127","31.04"
"6","36800","128","33.04"
"6","36815","129","33.04"
"7","37236","136","22.04"
"7","37237","136","22.04"
"7","37250","136","22.04"
"7","37265","138","22.04"
"7","37280","141","22.04"
"7","37295","143","22.04"
"7","37310","143","22.04"
"7","37325","143","22.04"
"8","37402","136","22.04"
"9","37420","136","22.04"
"9","37422","138","17.04"
"9","37437","138","21.04"
"9","37452","138","24.04"
"9","37468","138","27.04"
"9","37481","139","29.04"
"9","37498","140","30.04"
"9","37504","140","30.04"
"10","37678","149","27.04"
"10","37700","150","27.04"
"10","37722","153","27.04"
"10","37738","155","26.04"
"10","37752","156","25.04"
"10","37768","156","24.04"
"10","37782","155","24.04"
"10","37798","152","23.04"
"10","37812","148","23.04"
"10","37828","145","24.04"
"10","37842","144","25.04"
"10","37858","143","26.04"
"10","37872","143","29.04"
"10","37888","145","31.04"
"10","37910","148","32.04"
"10","37924","150","33.04"
"10","37932","152","33.04"
"11","38075","166","27.04"
"11","38092","165","27.04"
"11","38098","162","26.04"
"11","38112","161","26.04"
"11","38128","161","28.04"
"11","38142","161","31.04"
"11","38158","162","32.04"
"11","38172","164","33.04"
"11","38188","166","33.04"
"11","38202","168","31.04"
"11","38218","170","26.04"
"11","38232","172","20.04"
"11","38248","173","15.04"
"11","38270","173","12.04"
"11","38284","173","12.04"
"11","38300","173","12.04"
"11","38314","173","14.04"
"11","38330","173","17.04"
"11","38344","174","20.04"
"11","38360","176","23.04"
"11","38374","178","26.04"
"11","38390","180","27.04"
"11","38404","182","28.04"
"11","38420","183","28.04"
"11","38428","184","28.04"
"12","50030","610","45.04"
"12","50031","608","46.04"
"12","50043","607","46.04"
"12","50052","607","46.04"
